	GUIDS		|	Iterations
========================|========================
	HOL:2BMR0033	|	24
	HOL:2BMR0034	|	212
	HOL:2BMR0035	|	162
	HOL:2BMR0036	|	27
	HOL:2BMR0037	|	529
	HOL:2BMR0038	|	155
	HOL:2BMR0039	|	266
	HOL:2BMR0040	|	1195
	HOL:2BMR0041	|	63
	HOL:2BMR0042	|	585
	HOL:2BMR0043	|	101
	HOL:2BMR0044	|	28
	HOL:2BMR0045	|	239
	HOL:2BMR0046	|	52
	HOL:2BMR0047	|	186
	HOL:2BMR0059	|	6
	HOL:2BMR0060	|	31
	HOL:2BMR0067	|	65
	HOL:2BMR0069	|	82
	HOL:2BMR0072	|	184
	HOL:2BMR0073	|	131
	HOL:2BMR0077	|	3162
	HOL:2BMR0078	|	786
	HOL:2BMR0085	|	1530
	HOL:2BMR0087	|	3156
	HOL:2BMR0088	|	23
	HOL:2BMR0092	|	25
	HOL:2BMR0097	|	252
	HOL:2BMR0098	|	2005
	HOL:2BMR0099	|	109
	HOL:2BMR0103	|	32
	HOL:2BMR0111	|	325
	HOL:2BMR0130	|	11
	HOL:2BMR0145	|	187
	HOL:2BMR0147	|	126
	HOL:2BMR0154	|	6
	HOL:2BMR0160	|	62
	HOL:2BMR0172	|	202
	HOL:2BMR0176	|	118
	HOL:2BMR0177	|	118
	HOL:2BMR0179	|	33
	HOL:2BMR0180	|	35
	HOL:2BMR0181	|	20
	HOL:2BMR0185	|	37
	HOL:2BMR0187	|	90
	HOL:2BMR0188	|	13
	HOL:2BMR0189	|	13
	HOL:2BMR0191	|	32
	HOL:2BMR0193	|	128
	HOL:2BMR0194	|	331
	HOL:2BMR0196	|	5
	HOL:2BMR0197	|	73
	HOL:2BMR0198	|	71
	HOL:2BMR0199	|	2
	HOL:2BMR0201	|	306
	HOL:2BMR0202	|	227
	HOL:2BMR0203	|	71
	HOL:2BMR0205	|	84
	HOL:2BMR0206	|	143
	HOL:2BMR0209	|	8
	HOL:2BMR0210	|	111
	HOL:2BMR0212	|	37
	HOL:2BMR0218	|	10
	HOL:2BMR0221	|	4
	HOL:2BMR0233	|	11
	HOL:2BMR0234	|	88
	HOL:2BMR0243	|	1097
	HOL:2BMR0246	|	1931
	HOL:2BMR0248	|	330
	HOL:2BMR0249	|	183
	HOL:2BMR0251	|	464
	HOL:2BMR0265	|	407
	HOL:2BMR0269	|	240
	HOL:2BMR0274	|	360
	HOL:2BMR0275	|	271
	HOL:2BMR0278	|	402
	HOL:2BMR0281	|	69
	HOL:2BMR0283	|	57
	HOL:2BMR0284	|	4211
	HOL:2BMR0286	|	35
	HOL:2BMR0287	|	95
	HOL:2BMR0292	|	294
	HOL:2BMR0293	|	1284
	HOL:2BMR0294	|	1193
	HOL:2BMR0297	|	93
	HOL:2BMR0298	|	162
	HOL:2BMR0300	|	71
	HOL:2BMR0301	|	67
	HOL:2BMR0302	|	65
	HOL:2BMR0306	|	43
	HOL:2BMR0307	|	229
	HOL:2BMR0308	|	56
	HOL:2BMR0320	|	314
	HOL:2BMR0325	|	89
	HOL:2BMR0326	|	89
	HOL:2BMR0328	|	275
	HOL:2BMR0333	|	36
	HOL:2BMR0339	|	5
	HOL:2BMR0340	|	44
	HOL:2BMR0341	|	42
	HOL:2BMR0342	|	375
	HOL:2BMR0343	|	369
	HOL:2BMR0348	|	79
	HOL:2BMR0355	|	666
	HOL:2BMR0358	|	2262
	HOL:2BMR0362	|	128
	HOL:2BMR0363	|	40
	HOL:2BMR0364	|	156
	HOL:2BMR0366	|	32
	HOL:2BMR0367	|	24
	HOL:2BMR0374	|	18
	HOL:2BMR0378	|	129
	HOL:2BMR0382	|	11
	HOL:2BMR0389	|	270
	HOL:2BMR0401	|	31
	HOL:2BMR0403	|	31
	HOL:2BMR0406	|	63
	HOL:2BMR0412	|	8
	HOL:2BMR0424	|	49
	HOL:2BMR0425	|	12
	HOL:2BMR0426	|	10
	HOL:2BMR0428	|	59
	HOL:2BMR0429	|	18
	HOL:2BMR0430	|	39
	HOL:2BMR0431	|	9
	HOL:2BMR0432	|	10
	HOL:2BMR0433	|	68
	HOL:2BMR0435	|	10
	HOL:2BMR0436	|	119
	HOL:2BMR0439	|	131
	HOL:2BMR0440	|	7
	HOL:2BMR0441	|	81
	HOL:2BMR0453	|	203
	HOL:2BMR0461	|	30
	HOL:2BMR0463	|	13
	HOL:2BMR0466	|	9
	HOL:2BMR0471	|	29
	HOL:2BMR0472	|	68
	HOL:2BMR0474	|	123
	HOL:2BMR0476	|	419
	HOL:2BMR0479	|	30
	HOL:2BMR0483	|	107
	HOL:2BMR0486	|	24
	HOL:2BMR0488	|	6
	HOL:2BMR0493	|	31
	HOL:2BMR0496	|	296
	HOL:2BMR0497	|	33
	HOL:2BMR0502	|	41
	HOL:2BMR0514	|	152
	HOL:2BMR0519	|	107
	HOL:2BMR0520	|	26
	HOL:2BMR0536	|	172
	HOL:2BMR0538	|	30
	HOL:2BMR0539	|	157
	HOL:2BMR0542	|	350
	HOL:2BMR0547	|	49
	HOL:2BMR0553	|	32
	HOL:2BMR0554	|	60
	HOL:2BMR0560	|	65
	HOL:2BMR0562	|	44
	HOL:2BMR0563	|	80
	HOL:2BMR0566	|	25
	HOL:2BMR0569	|	4
	HOL:2BMR0571	|	124
	HOL:2BMR0575	|	143
	HOL:2BMR0578	|	12
	HOL:2BMR0583	|	28
	HOL:2BMR0585	|	275
	HOL:2BMR0588	|	1014
	HOL:2BMR0590	|	255
	HOL:2BMR0593	|	69
	HOL:2BMR0594	|	13
	HOL:2BMR0596	|	770
	HOL:2BMR0597	|	31
	HOL:2BMR0603	|	44
	HOL:2BMR0604	|	237
	HOL:2BMR0606	|	31
	HOL:2BMR0612	|	482
	HOL:2BMR0613	|	105
	HOL:2BMR0614	|	138
	HOL:2BMR0625	|	49
	HOL:2BMR0626	|	23
	HOL:2BMR0630	|	870
	HOL:2BMR0633	|	214
	HOL:2BMR0635	|	88
	HOL:2BMR0636	|	165
	HOL:2BMR0637	|	630
	HOL:2BMR0640	|	25
	HOL:2BMR0643	|	19
	HOL:2BMR0645	|	22
	HOL:2BMR0647	|	18
	HOL:2BMR0649	|	30
	HOL:2BMR0652	|	20
	HOL:2BMR0655	|	20
	HOL:2BMR0672	|	59
	HOL:2BMR0673	|	99
	HOL:2BMR0678	|	53
	HOL:2BMR0679	|	417
	HOL:2BMR0680	|	41
	HOL:2BMR0683	|	122
	HOL:2BMR0685	|	66
	HOL:2BMR0693	|	63
	HOL:2BMR0697	|	62
	HOL:2BMR0706	|	46
	HOL:2BMR0708	|	45
	HOL:2BMR0709	|	3464
	HOL:2BMR1001	|	430
	HOL:2BMR1002	|	831
	HOL:2BMR1003	|	44
	HOL:2BMR1005	|	159
	HOL:2BMR1009	|	330
	HOL:2BMR1011	|	40
	HOL:2BMR1012	|	98
	HOL:2BMR1014	|	382
	HOL:2BWS0001	|	72
	HOL:2BWS0002	|	178
	HOL:2BWS0003	|	71
	HOL:2BWS0004	|	8
	HOL:2BWS0005	|	17
	HOL:2BWS0006	|	8
	HOL:2BWS0007	|	203
	HOL:2BWS0008	|	16
	HOL:2BWS0015	|	130
	HOL:2BWS0016	|	101
	HOL:2BWS0017	|	216
	HOL:2BWS0018	|	2
	HOL:2BWS0019	|	177
	HOL:2BWS0020	|	71
	HOL:2BWS0021	|	4
	HOL:2BWS0022	|	429
	HOL:2BWS0023	|	37
	HOL:2BWS0024	|	17
	HOL:2BWS0025	|	16
	HOL:2BWS0026	|	210
	HOL:2BWS0027	|	10
	HOL:2BWS0028	|	67
	HOL:2BWS0030	|	134
	HOL:2BWS0031	|	132
	HOL:2BWS0036	|	11
	HOL:2BWS0041	|	5
	HOL:2BWS0042	|	19
	HOL:2BWS0043	|	6
	HOL:2BWS0044	|	6
	HOL:2BWS0045	|	26
	HOL:2BWS0046	|	24
	HOL:2BWS0047	|	35
	HOL:2BWS0048	|	29
	HOL:2BWS0049	|	10
	HOL:2BWS0050	|	32
	HOL:2BWS0051	|	20
	HOL:2BWS0052	|	28
	HOL:2BWS0053	|	24
	HOL:2BWS0054	|	12
	HOL:2BWS0055	|	35
	HOL:2BWS0056	|	44
	HOL:2BWS0057	|	10
	HOL:2BWS0058	|	28
	HOL:2BWS0061	|	27
	HOL:2BWS0063	|	1
	HOL:2BWS0065	|	1
	HOL:2BWS0066	|	5
	HOL:2BWS0067	|	30
	HOL:2BWS0068	|	8
	HOL:2BWS0069	|	46
	HOL:2BWS0070	|	79
	HOL:2BWS0071	|	13
	HOL:2BWS0072	|	8
	HOL:2BWS0073	|	5
	HOL:2BWS0074	|	5
	HOL:2BWS0076	|	19
	HOL:2BWS0077	|	7
	HOL:2BWS0078	|	7
	HOL:2BWS0079	|	40
	HOL:2BWS0080	|	2
	HOL:2BWS0082	|	3
	HOL:2BWS0083	|	13
	HOL:2BWS0084	|	20
	HOL:2BWS0085	|	1
	HOL:2BWS0086	|	33
	HOL:2BWS0088	|	30
	HOL:2BWS0090	|	5
	HOL:2BWS0091	|	16
	HOL:2BWS0093	|	35
	HOL:2BWS0094	|	23
	HOL:2BWS0095	|	1
	HOL:2BWS0096	|	43
	HOL:2BWS0097	|	10
	HOL:2BWS0098	|	51
	HOL:2BWS0099	|	125
	HOL:2BWS0101	|	10
	HOL:2BWS0103	|	19
	HOL:2BWS0104	|	46
	HOL:2BWS0105	|	71
	HOL:2BWS0106	|	19
	HOL:2BWS0110	|	3
	HOL:2BWS0111	|	3
	HOL:2BWS0112	|	6
	HOL:2BWS0113	|	6
	HOL:2BWS0115	|	29
	HOL:2BWS0116	|	8
	HOL:2BWS0117	|	52
	HOL:2BWS0120	|	22
	HOL:2BWS0121	|	34
	HOL:2BWS0122	|	34
	HOL:2BWS0123	|	46
	HOL:2BWS0124	|	8
	HOL:2BWS0126	|	4
	HOL:2BWS0128	|	37
	HOL:2BWS0129	|	28
	HOL:2BWS0130	|	3
	HOL:2BWS0131	|	12
	HOL:2BWS0132	|	5
	HOL:2BWS0133	|	36
	HOL:2BWS0134	|	36
	HOL:2BWS0135	|	33
	HOL:2BWS0136	|	5
	HOL:2BWS0137	|	9
	HOL:2BWS0138	|	61
	HOL:2BWS0139	|	5
	HOL:2BWS0141	|	5
	HOL:2BWS0143	|	27
	HOL:2BWS0144	|	32
	HOL:2BWS0145	|	4
	HOL:2BWS0146	|	17
	HOL:2BWS0147	|	89
	HOL:2BWS0148	|	89
	HOL:2BWS0149	|	72
	HOL:2BWS0150	|	12
	HOL:2BWS0151	|	62
	HOL:2BWS0153	|	15
	HOL:2BWS0154	|	15
	HOL:2BWS0155	|	20
	HOL:2BWS0156	|	17
	HOL:2BWS0157	|	172
	HOL:2BWS0158	|	173
	HOL:2BWS0160	|	19
	HOL:2BWS0161	|	133
	HOL:2BWS0162	|	1
	HOL:2BWS0163	|	41
	HOL:2BWS0164	|	36
	HOL:2BWS0165	|	18
	HOL:2BWS0166	|	344
	HOL:2BWS0167	|	137
	HOL:2BWS0169	|	28
	HOL:2BWS0170	|	95
	HOL:2BWS0171	|	77
	HOL:2BWS0172	|	256
	HOL:2BWS0173	|	108
	HOL:2BWS0174	|	11
	HOL:2BWS0175	|	89
	HOL:2BWS0176	|	10
	HOL:2BWS0177	|	853
	HOL:2BWS0178	|	93
	HOL:2BWS0179	|	78
	HOL:2BWS0180	|	40
	HOL:2BWS0183	|	37
	HOL:2BWS0184	|	12
	HOL:2BWS0185	|	14
	HOL:2BWS0186	|	29
	HOL:2BWS0187	|	14
	HOL:2BWS0188	|	3
	HOL:2BWS0189	|	4
	HOL:2BWS0190	|	27
	HOL:2BWS0191	|	21
	HOL:2BWS0193	|	23
	HOL:2BWS0194	|	13
	HOL:2BWS0195	|	15
	HOL:2BWS0196	|	72
	HOL:2BWS0197	|	90
	HOL:2BWS0198	|	223
	HOL:2BWS0199	|	33
	HOL:2BWS0200	|	43
	HOL:2BWS0201	|	22
	HOL:2BWS0202	|	33
	HOL:2BWS0203	|	4
	HOL:2BWS0209	|	3
	HOL:2BWS0210	|	14
	HOL:2BWS0211	|	18
	HOL:2BWS0212	|	17
	HOL:2BWS0213	|	95
	HOL:2BWS0214	|	31
	HOL:2BWS0215	|	87
	HOL:2BWS0216	|	182
	HOL:2BWS0217	|	212
	HOL:2BWS0219	|	22
	HOL:2BWS0220	|	130
	HOL:2BWS0221	|	43
	HOL:2BWS0222	|	114
	HOL:2BWS0223	|	220
	HOL:2BWS0224	|	310
	HOL:2BWS0225	|	6
	HOL:2BWS0226	|	310
	HOL:2BWS0227	|	6
	HOL:2BWS0228	|	28
	HOL:2BWS0230	|	36
	HOL:2BWS0231	|	247
	HOL:2BWS0233	|	125
	HOL:2BWS0234	|	226
	HOL:2BWS0235	|	20
	HOL:2BWS0238	|	30
	HOL:2BWS0240	|	1
	HOL:2BWS0242	|	10
	HOL:2BWS0243	|	135
	HOL:2BWS0244	|	108
	HOL:2BWS0245	|	9
	HOL:2BWS0247	|	29
	HOL:2BWS0248	|	70
	HOL:2BWS0249	|	70
	HOL:2BWS0250	|	45
	HOL:2BWS0251	|	7
	HOL:2BWS0252	|	21
	HOL:2BWS0253	|	18
	HOL:2BWS0254	|	28
	HOL:2BWS0255	|	13
	HOL:2BWS0256	|	29
	HOL:2BWS0258	|	10
	HOL:2BWS0259	|	14
	HOL:2BWS0260	|	1
	HOL:2BWS0261	|	8
	HOL:2BWS0262	|	8
	HOL:2BWS0264	|	59
	HOL:2BWS0265	|	148
	HOL:2BWS0266	|	261
	HOL:2BWS0267	|	26
	HOL:2BWS0268	|	73
	HOL:2BWS0269	|	59
	HOL:2BWS0270	|	56
	HOL:2BWS0271	|	2
	HOL:2BWS0272	|	41
	HOL:2BWS0273	|	71
	HOL:2BWS0274	|	52
	HOL:2BWS0275	|	41
	HOL:2BWS0276	|	176
	HOL:2BWS0277	|	194
	HOL:2BWS0295	|	76
	HOL:2BWS0299	|	6
	HOL:2BWS0301	|	167
	HOL:2BWS0302	|	167
	HOL:2BWS0303	|	16
	HOL:2BWS0304	|	18
	HOL:2BWS0305	|	23
	HOL:2BWS0306	|	27
	HOL:2BWS0307	|	37
	HOL:2BWS0308	|	77
	HOL:2BWS0309	|	144
	HOL:2BWS0310	|	94
	HOL:2BWS0348	|	87
	HOL:2BWS0352	|	5
	HOL:2BWS0353	|	10
	HOL:2BWS0356	|	4
	HOL:2BWS0357	|	9
	HOL:2BWS0358	|	4
	HOL:2BWS0372	|	41
	HOL:2BWS0373	|	41
	HOL:2BWS0379	|	33
	HOL:2BWS0380	|	33
	HOL:2BWS0381	|	70
	HOL:2BWS0382	|	70
	HOL:2BWS0385	|	7
	HOL:2BWS0387	|	85
	HOL:2BWS0390	|	37
	HOL:2BWS0391	|	37
	HOL:2BWS0392	|	8
	HOL:2BWS0393	|	2
	HOL:2BWS0395	|	2
	HOL:2BWS0396	|	4
	HOL:2BWS0397	|	8
	HOL:2BWS0398	|	6
	HOL:2BWS0408	|	6
	HOL:2BWS0409	|	6
	HOL:2BWS0411	|	37
	HOL:2BWS0412	|	3
	HOL:2BWS0413	|	3
	HOL:2BWS0414	|	5
	HOL:2BWS0415	|	5
	HOL:2BWS0416	|	80
	HOL:2BWS0417	|	3
	HOL:2BWS0418	|	12
	HOL:2BWS0419	|	78
	HOL:2BWS0420	|	9
	HOL:2BWS0421	|	9
	HOL:2BWS0424	|	15
	HOL:2BWS0426	|	10
	HOL:2BWS0428	|	26
	HOL:2BWS0432	|	38
	HOL:2BWS0433	|	6
	HOL:2BWS0434	|	6
	HOL:2BWS0435	|	3
	HOL:2BWS0436	|	3
	HOL:2BWS0439	|	11
	HOL:2BWS0440	|	71
	HOL:2BWS0441	|	6
	HOL:2BWS0443	|	9
	HOL:2BWS0444	|	13
	HOL:2CAM0001	|	182
	HOL:2CAM0003	|	165
	HOL:2CAM0004	|	589
	HOL:2CAM0005	|	63
	HOL:2CAM0007	|	214
	HOL:2CAM0010	|	41
	HOL:2CAM0011	|	46
	HOL:2CAM0012	|	20
	HOL:2CAM0013	|	38
	HOL:2CAM0017	|	25
	HOL:2CAM0018	|	9
	HOL:2CAM0019	|	32
	HOL:2CAM0021	|	135
	HOL:2CAM0022	|	39
	HOL:2CAM0024	|	214
	HOL:2CAM0026	|	230
	HOL:2CAM0027	|	454
	HOL:2CAM0028	|	435
	HOL:2CAM0029	|	494
	HOL:2CAM0030	|	65
	HOL:2CAM0031	|	557
	HOL:2CAM0032	|	1030
	HOL:2CAM0034	|	7
	HOL:2CAM0035	|	12
	HOL:2CAM0036	|	517
	HOL:2CAM0037	|	113
	HOL:2CAM0038	|	265
	HOL:2CAM0039	|	346
	HOL:2CAM0041	|	206
	HOL:2CAM0042	|	5
	HOL:2CAM0045	|	34
	HOL:2CAM0047	|	731
	HOL:2CAM0049	|	125
	HOL:2CAM0052	|	18
	HOL:2CAM0056	|	330
	HOL:2CAM0057	|	1912
	HOL:2CAM0059	|	252
	HOL:2CAM0066	|	16
	HOL:2CAM0068	|	16
	HOL:2CAM0072	|	24
	HOL:2CAM0073	|	14
	HOL:2CAM0074	|	162
	HOL:2CAM0081	|	88
	HOL:2CAM0083	|	1097
	HOL:2CAM0084	|	145
	HOL:2CAM0085	|	40
	HOL:2CAM0086	|	848
	HOL:2CAM0087	|	801
	HOL:2CAM0094	|	1233
	HOL:2CAM0097	|	97
	HOL:2CAM0098	|	133
	HOL:2CAM0099	|	642
	HOL:2CAM0103	|	32
	HOL:2CAM0107	|	400
	HOL:2CAM0111	|	84
	HOL:2CAM0115	|	93
	HOL:2CAM0118	|	37
	HOL:2CAM0121	|	362
	HOL:2CAM0125	|	22
	HOL:2CAM0127	|	317
	HOL:2CAM0129	|	67
	HOL:2CAM0131	|	84
	HOL:2CAM0133	|	196
	HOL:2CAM0134	|	794
	HOL:2CAM0135	|	1274
	HOL:2CAM0136	|	363
	HOL:2CAM0138	|	174
	HOL:2CAM0140	|	78
	HOL:2CAM0141	|	40
	HOL:2CAM0142	|	5
	HOL:2CAM0144	|	96
	HOL:2CAM0145	|	22
	HOL:2CAM0147	|	197
	HOL:2CAM0148	|	77
	HOL:2CAM0150	|	26
	HOL:2CAM0152	|	21
	HOL:2CAM0153	|	94
	HOL:2CAM0154	|	796
	HOL:2CAM0155	|	17
	HOL:2CAM0156	|	8
	HOL:2CAM0158	|	12
	HOL:2CAM0159	|	4
	HOL:2CAM0160	|	1
	HOL:2CAM0161	|	19
	HOL:2CAM0162	|	177
	HOL:2CAM0163	|	58
	HOL:2CAM0164	|	37
	HOL:2CAM0165	|	160
	HOL:2CAM0166	|	590
	HOL:2CAM0168	|	5
	HOL:2CAM0169	|	1
	HOL:2CAM0171	|	6
	HOL:2CAM0173	|	49
	HOL:2CAM0174	|	62
	HOL:2CAM0176	|	17
	HOL:2CAM0177	|	206
	HOL:2CAM0178	|	54
	HOL:2CAM0181	|	5689
	HOL:2CAM0182	|	62
	HOL:2CAM0183	|	376
	HOL:2CAM0184	|	986
	HOL:2CAM0185	|	125
	HOL:2CAM0186	|	247
	HOL:2CAM0189	|	558
	HOL:2CAM0190	|	73
	HOL:2CAM0191	|	228
	HOL:2CAM0192	|	525
	HOL:2CAM0193	|	85
	HOL:2CAM0194	|	57
	HOL:2CAM0196	|	6
	HOL:2CAM0198	|	148
	HOL:2CAM0200	|	58
	HOL:2CAM0201	|	1743
	HOL:2CAM0202	|	67
	HOL:2CAM0204	|	962
	HOL:2CAM0205	|	427
	HOL:2CAM0207	|	322
	HOL:2CAM0208	|	13
	HOL:2CAM0209	|	20
	HOL:2CAM0210	|	3
	HOL:2CAM0214	|	42
	HOL:2CAM0215	|	235
	HOL:2CAM0216	|	47
	HOL:2CAM0217	|	46
	HOL:2CAM0218	|	20
	HOL:2CAM0219	|	142
	HOL:2CAM0221	|	87
	HOL:2CAM0222	|	93
	HOL:2CAM0229	|	25
	HOL:2CAM0230	|	8
	HOL:2CAM0233	|	4
	HOL:2CAM0236	|	80
	HOL:2CAM0238	|	7
	HOL:2CAM0239	|	7
	HOL:2CAM0240	|	38
	HOL:2CAM0241	|	18
	HOL:2CAM0242	|	67
	HOL:2CAM0243	|	50
	HOL:2CAM0245	|	10
	HOL:2CAM0247	|	121
	HOL:2CAM0248	|	21
	HOL:2CAM0253	|	91
	HOL:2CAM0255	|	336
	HOL:2CAM0257	|	9
	HOL:2CAM0258	|	12
	HOL:2CAM0260	|	4
	HOL:2CAM0263	|	78
	HOL:2CAM0264	|	43
	HOL:2CAM0265	|	53
	HOL:2CAM0266	|	40
	HOL:2CAM0269	|	16
	HOL:2CAM0270	|	2
	HOL:2CAM0271	|	37
	HOL:2CAM0272	|	11
	HOL:2CAM0274	|	54
	HOL:2CAM0275	|	89
	HOL:2CAM0276	|	32
	HOL:2CAM0277	|	154
	HOL:2CAM0278	|	124
	HOL:2CAM0279	|	49
	HOL:2CAM0280	|	48
	HOL:2CAM0281	|	10
	HOL:2CAM0282	|	10
	HOL:2CAM0284	|	174
	HOL:2CAM0285	|	21
	HOL:2CAM0286	|	99
	HOL:2CAM0288	|	39
	HOL:2CAM0289	|	16
	HOL:2CAM0290	|	328
	HOL:2CAM0291	|	1100
	HOL:2CAM0293	|	42
	HOL:2CAM0294	|	21
	HOL:2CAM0296	|	362
	HOL:2CAM0297	|	22
	HOL:2CAM0298	|	190
	HOL:2CAM0299	|	259
	HOL:2CAM0300	|	352
	HOL:2CAM0301	|	218
	HOL:2CAM0303	|	1075
	HOL:2CAM0304	|	39
	HOL:2CAM0305	|	450
	HOL:2CAM0306	|	4926
	HOL:2CAM0307	|	802
	HOL:2CAM0308	|	672
	HOL:2CAM0309	|	10
	HOL:2CAM0311	|	248
	HOL:2CAM0312	|	78
	HOL:2CAM0315	|	6
	HOL:2CAM0316	|	153
	HOL:2CAM0317	|	153
	HOL:2CAM0318	|	196
	HOL:2CAM0324	|	33
	HOL:2CAM0325	|	194
	HOL:2CAM0326	|	22
	HOL:2CAM0327	|	392
	HOL:2CAM0328	|	14
	HOL:2CAM0331	|	3
	HOL:2CAM0332	|	13
	HOL:2CAM0333	|	17
	HOL:2CAM0334	|	250
	HOL:2CAM0335	|	229
	HOL:2CAM0336	|	54
	HOL:2CAM0337	|	6
	HOL:2CAM0338	|	202
	HOL:2CAM0340	|	60
	HOL:2CAM0341	|	459
	HOL:2CAM0349	|	189
	HOL:2CAM0352	|	76
	HOL:2CAM0353	|	6
	HOL:2CAM0354	|	178
	HOL:2CAM0355	|	192
	HOL:2CAM0356	|	126
	HOL:2CAM0357	|	271
	HOL:2CAM0359	|	28
	HOL:2CAM0360	|	115
	HOL:2CAM0361	|	18
	HOL:2CAM0362	|	210
	HOL:2CAM0363	|	67
	HOL:2CAM0365	|	39
	HOL:2CAM0366	|	49
	HOL:2CAM0368	|	578
	HOL:2CAM0370	|	84
	HOL:2CAM0371	|	1045
	HOL:2CAM0372	|	56
	HOL:2CAM0378	|	160
	HOL:2CAM0379	|	13
	HOL:2CAM0380	|	48
	HOL:2CAM0383	|	40
	HOL:2CAM0384	|	361
	HOL:2CAM0385	|	352
	HOL:2CAM0386	|	193
	HOL:2CAM0387	|	844
	HOL:2CAM0388	|	306
	HOL:2CAM0389	|	606
	HOL:2CAM0390	|	68
	HOL:2CAM0391	|	728
	HOL:2CAM0392	|	172
	HOL:2CAM0393	|	38
	HOL:2CAM0396	|	127
	HOL:2CAM0397	|	135
	HOL:2CAM0398	|	18
	HOL:2CAM0399	|	190
	HOL:2CAM0404	|	93
	HOL:2CAM0408	|	252
	HOL:2CAM0413	|	41
	HOL:2CAM0418	|	56
	HOL:2CAM0420	|	48
	HOL:2CAM0433	|	510
	HOL:2CAM0448	|	181
	HOL:2CAM0449	|	8015
	HOL:2CAM0458	|	33
	HOL:2CAM0459	|	349
	HOL:2CAM0461	|	190
	HOL:2CAM0468	|	4179
	HOL:2CAM0475	|	44
	HOL:2CAM0477	|	1077
	HOL:2CAM0480	|	108
	HOL:2CAM0483	|	70
	HOL:2CAM0485	|	226
	HOL:2CAM0502	|	4510
	HOL:2CAM0503	|	327
	HOL:2CAM0504	|	28
	HOL:2CAM0510	|	125
	HOL:2CAM0511	|	3
	HOL:2CAM0512	|	84
	HOL:2CAM0519	|	2244
	HOL:2CAM0522	|	1040
	HOL:2CAM0559	|	74
	HOL:2CAM0562	|	336
	HOL:2CAM0572	|	1
	HOL:2CAM0576	|	24
	HOL:2CAM0591	|	48
	HOL:2CAM0600	|	7
	HOL:2CAM0612	|	4
	HOL:2COF0004	|	50
	HOL:2CRK0001	|	76
	HOL:2CRK0004	|	48
	HOL:2CRK0005	|	161
	HOL:2CRK0006	|	186
	HOL:2CRK0008	|	44
	HOL:2CRK0009	|	109
	HOL:2CRK0010	|	40
	HOL:2CRK0016	|	105
	HOL:2CRK0019	|	130
	HOL:2CRK0021	|	7
	HOL:2CRK0023	|	431
	HOL:2CRK0024	|	34
	HOL:2CRK0025	|	50
	HOL:2CRK0026	|	203
	HOL:2CRK0027	|	227
	HOL:2CRK0028	|	1183
	HOL:2CRK0029	|	4485
	HOL:2CRK0030	|	370
	HOL:2CRK0031	|	21
	HOL:2CRK0032	|	21
	HOL:2CRK0033	|	93
	HOL:2CRK0035	|	154
	HOL:2CRK0038	|	84
	HOL:2CRK0039	|	284
	HOL:2CRK0040	|	173
	HOL:2CRK0041	|	870
	HOL:2CRK0043	|	41
	HOL:2CRK0045	|	14
	HOL:2CRK0047	|	95
	HOL:2CRK0048	|	326
	HOL:2CRK0049	|	14
	HOL:2CRK0050	|	89
	HOL:2CRK0054	|	22
	HOL:2CRK0055	|	96
	HOL:2CRK0056	|	24
	HOL:2CRK0057	|	146
	HOL:2CRK0058	|	129
	HOL:2CRK0059	|	4
	HOL:2CRK0060	|	544
	HOL:2CRK0061	|	182
	HOL:2CRK0063	|	863
	HOL:2CRK0064	|	105
	HOL:2CRK0065	|	5758
	HOL:2CRK0067	|	141
	HOL:2CRK0068	|	304
	HOL:2CRK0069	|	39
	HOL:2CRK0070	|	8
	HOL:2CRK0072	|	19
	HOL:2CRK0073	|	87
	HOL:2CRK0074	|	10
	HOL:2CRK0082	|	64
	HOL:2CRK0083	|	189
	HOL:2CRK0084	|	104
	HOL:2CRK0086	|	67
	HOL:2CRK0088	|	215
	HOL:2CRK0090	|	126
	HOL:2CRK0092	|	7
	HOL:2CRK0093	|	76
	HOL:2CRK0094	|	55
	HOL:2CRK0115	|	12
	HOL:2CRK0116	|	3
	HOL:2CRK0118	|	562
	HOL:2CRK0127	|	1291
	HOL:2CRK0138	|	374
	HOL:2CRK0146	|	322
	HOL:2CRK0149	|	797
	HOL:2CRK0150	|	88
	HOL:2CRK0151	|	332
	HOL:2CRK0153	|	387
	HOL:2CRK0154	|	385
	HOL:2CRK0155	|	186
	HOL:2CRK0156	|	471
	HOL:2CRK0157	|	215
	HOL:2CRK0159	|	147
	HOL:2CRK0160	|	483
	HOL:2CRK0161	|	48
	HOL:2CRK0163	|	49
	HOL:2CRK0167	|	59
	HOL:2CRK0168	|	58
	HOL:2CRK0169	|	190
	HOL:2CRK0173	|	44
	HOL:2CRK0174	|	16
	HOL:2CRK0179	|	11
	HOL:2CRK0183	|	485
	HOL:2CRK0184	|	283
	HOL:2CRK0190	|	32
	HOL:2CRK0191	|	232
	HOL:2CRK0193	|	465
	HOL:2CRK0197	|	76
	HOL:2CRK0199	|	28
	HOL:2CRK0200	|	70
	HOL:2CRK0204	|	42
	HOL:2CRK0205	|	36
	HOL:2CRK0206	|	4
	HOL:2CRK0207	|	5
	HOL:2CRK0208	|	131
	HOL:2CRK0209	|	8
	HOL:2CRK0210	|	41
	HOL:2CRK0212	|	24
	HOL:2CRK0213	|	185
	HOL:2CRK0214	|	33
	HOL:2CRK0215	|	711
